Year,StateAbbr,StateDesc,CityName,GeographicLevel,DataSource,Category,UniqueID,Measure,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,PopulationCount,GeoLocation,CategoryID,MeasureId,CityFIPS,TractFIPS,Short_Question_Text
2016,CA,California,Mission Viejo,City,BRFSS,Unhealthy Behaviors,648256,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,20.3,,,20,20.6,"93,305","(33.6095976891, -117.655029608)",UNHBEH,OBESITY,648256,,Obesity
2016,CA,California,San Ramon,City,BRFSS,Unhealthy Behaviors,668378,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,20.4,,,20.1,20.7,"72,148","(37.7623705462, -121.938150371)",UNHBEH,OBESITY,668378,,Obesity
2016,FL,Florida,Boca Raton,City,BRFSS,Unhealthy Behaviors,1207300,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,20.5,,,20.3,20.8,"84,392","(26.3749012715, -80.1078208861)",UNHBEH,OBESITY,1207300,,Obesity
2016,MA,Massachusetts,Cambridge,City,BRFSS,Unhealthy Behaviors,2511000,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,20.5,,,20.3,20.8,"105,162","(42.3758188051, -71.1183992378)",UNHBEH,OBESITY,2511000,,Obesity
2016,CA,California,Santa Monica,City,BRFSS,Unhealthy Behaviors,670000,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,20.6,,,20.3,20.8,"89,736","(34.0231891612, -118.481563937)",UNHBEH,OBESITY,670000,,Obesity
2016,CA,California,Lake Forest,City,BRFSS,Unhealthy Behaviors,639496,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,20.8,,,20.5,21.1,"77,264","(33.6634128948, -117.670683341)",UNHBEH,OBESITY,639496,,Obesity
2016,CA,California,San Jose,City,BRFSS,Unhealthy Behaviors,668000,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,20.8,,,20.8,20.9,"945,942","(37.3003963176, -121.847228423)",UNHBEH,OBESITY,668000,,Obesity
2016,CA,California,Fullerton,City,BRFSS,Unhealthy Behaviors,628000,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21,,,20.8,21.2,"135,161","(33.8840378013, -117.927850895)",UNHBEH,OBESITY,628000,,Obesity
2016,CA,California,San Marcos,City,BRFSS,Unhealthy Behaviors,668196,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21,,,20.8,21.3,"83,781","(33.134965986, -117.174363098)",UNHBEH,OBESITY,668196,,Obesity
2016,CA,California,Garden Grove,City,BRFSS,Unhealthy Behaviors,629000,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.1,,,21,21.2,"170,883","(33.7786940635, -117.960111162)",UNHBEH,OBESITY,629000,,Obesity
2016,CA,California,Huntington Beach,City,BRFSS,Unhealthy Behaviors,636000,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.1,,,20.9,21.3,"189,992","(33.6952749077, -118.001810806)",UNHBEH,OBESITY,636000,,Obesity
2016,CA,California,San Leandro,City,BRFSS,Unhealthy Behaviors,668084,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.2,,,21,21.3,"84,950","(37.7074299262, -122.159061655)",UNHBEH,OBESITY,668084,,Obesity
2016,CA,California,Livermore,City,BRFSS,Unhealthy Behaviors,641992,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.3,,,21,21.6,"80,968","(37.6865101361, -121.764357841)",UNHBEH,OBESITY,641992,,Obesity
2016,CA,California,Roseville,City,BRFSS,Unhealthy Behaviors,662938,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.3,,,21.1,21.6,"118,788","(38.7657516182, -121.302847708)",UNHBEH,OBESITY,662938,,Obesity
2016,MN,Minnesota,Plymouth,City,BRFSS,Unhealthy Behaviors,2751730,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.4,,,21.1,21.8,"70,576","(45.022462874, -93.4616016242)",UNHBEH,OBESITY,2751730,,Obesity
2016,CA,California,Tustin,City,BRFSS,Unhealthy Behaviors,680854,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.6,,,21.4,21.9,"75,540","(33.7308520326, -117.810730968)",UNHBEH,OBESITY,680854,,Obesity
2016,CO,Colorado,Fort Collins,City,BRFSS,Unhealthy Behaviors,827425,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.6,,,21.4,21.9,"143,986","(40.5487758924, -105.065904872)",UNHBEH,OBESITY,827425,,Obesity
2016,CA,California,Oceanside,City,BRFSS,Unhealthy Behaviors,653322,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.7,,,21.6,21.9,"167,086","(33.2247457474, -117.308200285)",UNHBEH,OBESITY,653322,,Obesity
2016,MI,Michigan,Troy,City,BRFSS,Unhealthy Behaviors,2680700,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.7,,,21.5,22,"80,980","(42.5817340358, -83.1457545154)",UNHBEH,OBESITY,2680700,,Obesity
2016,CA,California,Buena Park,City,BRFSS,Unhealthy Behaviors,608786,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.8,,,21.6,22,"80,530","(33.8572126844, -118.004517591)",UNHBEH,OBESITY,608786,,Obesity
2016,CA,California,Chula Vista,City,BRFSS,Unhealthy Behaviors,613392,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.9,,,21.8,22.1,"243,916","(32.6282964262, -117.010042407)",UNHBEH,OBESITY,613392,,Obesity
2016,CA,California,Thousand Oaks,City,BRFSS,Unhealthy Behaviors,678582,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.9,,,21.7,22.2,"126,683","(34.1917745655, -118.874888411)",UNHBEH,OBESITY,678582,,Obesity
2016,CA,California,West Covina,City,BRFSS,Unhealthy Behaviors,684200,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.9,,,21.8,22.1,"106,098","(34.0554415174, -117.91128206)",UNHBEH,OBESITY,684200,,Obesity
2016,VT,Vermont,Burlington,City,BRFSS,Unhealthy Behaviors,5010675,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.9,,,21.3,22.4,"42,417","(44.4876245694, -73.2314828365)",UNHBEH,OBESITY,5010675,,Obesity
2016,GA,Georgia,Sandy Springs,City,BRFSS,Unhealthy Behaviors,1368516,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22,,,21.7,22.3,"93,853","(33.9366669867, -84.3703197084)",UNHBEH,OBESITY,1368516,,Obesity
2016,GA,Georgia,Roswell,City,BRFSS,Unhealthy Behaviors,1367284,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22.1,,,21.8,22.4,"88,346","(34.0391384583, -84.3512225277)",UNHBEH,OBESITY,1367284,,Obesity
2016,CA,California,Orange,City,BRFSS,Unhealthy Behaviors,653980,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22.3,,,22.1,22.6,"136,416","(33.8046419567, -117.8231855)",UNHBEH,OBESITY,653980,,Obesity
2016,MA,Massachusetts,Somerville,City,BRFSS,Unhealthy Behaviors,2562535,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22.3,,,22,22.7,"75,754","(42.3905738858, -71.1017450879)",UNHBEH,OBESITY,2562535,,Obesity
2016,CA,California,Burbank,City,BRFSS,Unhealthy Behaviors,608954,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22.5,,,22.3,22.7,"103,340","(34.1879799605, -118.323429032)",UNHBEH,OBESITY,608954,,Obesity
2016,CA,California,Glendale,City,BRFSS,Unhealthy Behaviors,630000,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22.5,,,22.3,22.6,"191,719","(34.181889373, -118.24676666)",UNHBEH,OBESITY,630000,,Obesity
2016,MI,Michigan,Rochester Hills,City,BRFSS,Unhealthy Behaviors,2669035,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22.5,,,22.2,22.8,"70,995","(42.6645256768, -83.1563037157)",UNHBEH,OBESITY,2669035,,Obesity
2016,CA,California,Hayward,City,BRFSS,Unhealthy Behaviors,633000,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22.7,,,22.5,22.8,"144,186","(37.6329591551, -122.077051051)",UNHBEH,OBESITY,633000,,Obesity
2016,CA,California,Lakewood,City,BRFSS,Unhealthy Behaviors,639892,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22.7,,,22.5,22.9,"80,048","(33.8470531941, -118.122204765)",UNHBEH,OBESITY,639892,,Obesity
2016,WA,Washington,Seattle,City,BRFSS,Unhealthy Behaviors,5363000,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22.7,,,22.6,22.8,"608,660","(47.622154338, -122.323532482)",UNHBEH,OBESITY,5363000,,Obesity
2016,CA,California,San Mateo,City,BRFSS,Unhealthy Behaviors,668252,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22.8,,,22.5,23,"97,207","(37.5518226893, -122.312390346)",UNHBEH,OBESITY,668252,,Obesity
2016,HI,Hawaii,Honolulu,City,BRFSS,Unhealthy Behaviors,15003,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22.8,,,22.7,22.8,"953,207","(21.4588039305, -157.973296737)",UNHBEH,OBESITY,15003,,Obesity
2016,MN,Minnesota,Bloomington,City,BRFSS,Unhealthy Behaviors,2706616,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22.8,,,22.5,23,"82,893","(44.8305852429, -93.3150995817)",UNHBEH,OBESITY,2706616,,Obesity
2016,OR,Oregon,Portland,City,BRFSS,Unhealthy Behaviors,4159000,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22.8,,,22.7,22.9,"583,776","(45.537180654, -122.650032751)",UNHBEH,OBESITY,4159000,,Obesity
2016,CA,California,Costa Mesa,City,BRFSS,Unhealthy Behaviors,616532,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22.9,,,22.7,23.2,"109,960","(33.6667651353, -117.91350475)",UNHBEH,OBESITY,616532,,Obesity
2016,CA,California,Pasadena,City,BRFSS,Unhealthy Behaviors,656000,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22.9,,,22.7,23,"137,122","(34.1597634806, -118.138921644)",UNHBEH,OBESITY,656000,,Obesity
2016,CA,California,Santa Clarita,City,BRFSS,Unhealthy Behaviors,669088,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22.9,,,22.7,23.1,"176,320","(34.4119039185, -118.503504698)",UNHBEH,OBESITY,669088,,Obesity
2016,MA,Massachusetts,Boston,City,BRFSS,Unhealthy Behaviors,2507000,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22.9,,,22.8,23,"617,594","(42.3155796777, -71.0916505804)",UNHBEH,OBESITY,2507000,,Obesity
2016,CA,California,Simi Valley,City,BRFSS,Unhealthy Behaviors,672016,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.1,,,22.9,23.4,"124,237","(34.2662462857, -118.748980462)",UNHBEH,OBESITY,672016,,Obesity
2016,CA,California,Vista,City,BRFSS,Unhealthy Behaviors,682996,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.1,,,22.9,23.3,"93,834","(33.1895481978, -117.238607217)",UNHBEH,OBESITY,682996,,Obesity
2016,CA,California,Escondido,City,BRFSS,Unhealthy Behaviors,622804,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.4,,,23.3,23.6,"143,911","(33.1346952955, -117.072122618)",UNHBEH,OBESITY,622804,,Obesity
2016,CO,Colorado,Loveland,City,BRFSS,Unhealthy Behaviors,846465,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.4,,,23.1,23.8,"66,859","(40.4165693758, -105.061758435)",UNHBEH,OBESITY,846465,,Obesity
2016,MI,Michigan,Ann Arbor,City,BRFSS,Unhealthy Behaviors,2603000,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.4,,,23,23.8,"113,934","(42.2756833567, -83.7311374448)",UNHBEH,OBESITY,2603000,,Obesity
2016,NC,North Carolin,Cary,City,BRFSS,Unhealthy Behaviors,3710740,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.4,,,23.2,23.7,"135,234","(35.7814978722, -78.8152191642)",UNHBEH,OBESITY,3710740,,Obesity
2016,AZ,Arizona,Scottsdale,City,BRFSS,Unhealthy Behaviors,465000,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.7,,,23.5,23.9,"217,385","(33.6872493651, -111.865085877)",UNHBEH,OBESITY,465000,,Obesity
2016,CA,California,Chico,City,BRFSS,Unhealthy Behaviors,613014,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.7,,,23.4,24.1,"86,187","(39.7568503668, -121.815983972)",UNHBEH,OBESITY,613014,,Obesity
2016,CO,Colorado,Arvada,City,BRFSS,Unhealthy Behaviors,803455,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.7,,,23.5,24,"106,433","(39.8308263293, -105.146327974)",UNHBEH,OBESITY,803455,,Obesity
2016,IL,Illinois,Schaumburg,City,BRFSS,Unhealthy Behaviors,1768003,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.7,,,23.4,24,"74,227","(42.0305488755, -88.0838663543)",UNHBEH,OBESITY,1768003,,Obesity
2016,CA,California,Folsom,City,BRFSS,Unhealthy Behaviors,624638,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.8,,,23.5,24.1,"72,203","(38.6750494328, -121.147605753)",UNHBEH,OBESITY,624638,,Obesity
2016,CA,California,Redlands,City,BRFSS,Unhealthy Behaviors,659962,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.8,,,23.5,24.1,"68,747","(34.0511315317, -117.170935294)",UNHBEH,OBESITY,659962,,Obesity
2016,CA,California,Santa Barbara,City,BRFSS,Unhealthy Behaviors,669070,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.8,,,23.5,24.1,"88,410","(34.4285733874, -119.720187334)",UNHBEH,OBESITY,669070,,Obesity
2016,FL,Florida,Miami Beach,City,BRFSS,Unhealthy Behaviors,1245025,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.8,,,23.6,24,"87,779","(25.8167101614, -80.1341952652)",UNHBEH,OBESITY,1245025,,Obesity
2016,NV,Nevada,Henderson,City,BRFSS,Unhealthy Behaviors,3231900,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.8,,,23.6,24,"257,729","(36.0122394916, -115.037392161)",UNHBEH,OBESITY,3231900,,Obesity
2016,NY,New York,New Rochelle,City,BRFSS,Unhealthy Behaviors,3650617,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.8,,,23.6,24.1,"77,062","(40.9321713141, -73.7843883178)",UNHBEH,OBESITY,3650617,,Obesity
2016,CA,California,Napa,City,BRFSS,Unhealthy Behaviors,650258,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24,,,23.7,24.3,"76,915","(38.2980424649, -122.301093331)",UNHBEH,OBESITY,650258,,Obesity
2016,CA,California,Santa Rosa,City,BRFSS,Unhealthy Behaviors,670098,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24,,,23.8,24.2,"167,815","(38.4464423102, -122.706005935)",UNHBEH,OBESITY,670098,,Obesity
2016,CO,Colorado,Westminster,City,BRFSS,Unhealthy Behaviors,883835,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24,,,23.8,24.3,"106,114","(39.8838511475, -105.062645316)",UNHBEH,OBESITY,883835,,Obesity
2016,UT,Utah,St. George,City,BRFSS,Unhealthy Behaviors,4965330,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24,,,23.6,24.3,"72,897","(37.0787444634, -113.579352503)",UNHBEH,OBESITY,4965330,,Obesity
2016,CA,California,Anaheim,City,BRFSS,Unhealthy Behaviors,602000,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.1,,,24,24.2,"336,265","(33.8389076996, -117.857613481)",UNHBEH,OBESITY,602000,,Obesity
2016,CA,California,Carson,City,BRFSS,Unhealthy Behaviors,611530,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.1,,,23.9,24.4,"91,714","(33.8374083001, -118.255936422)",UNHBEH,OBESITY,611530,,Obesity
2016,CA,California,Rancho Cucamonga,City,BRFSS,Unhealthy Behaviors,659451,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.1,,,23.9,24.3,"165,269","(34.1245895555, -117.56617587)",UNHBEH,OBESITY,659451,,Obesity
2016,CO,Colorado,Colorado Springs,City,BRFSS,Unhealthy Behaviors,816000,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.1,,,24,24.2,"416,427","(38.8672748077, -104.760664479)",UNHBEH,OBESITY,816000,,Obesity
2016,KS,Kansas,Overland Park,City,BRFSS,Unhealthy Behaviors,2053775,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.1,,,23.9,24.3,"173,372","(38.8872922575, -94.6872267067)",UNHBEH,OBESITY,2053775,,Obesity
2016,MA,Massachusetts,Quincy,City,BRFSS,Unhealthy Behaviors,2555745,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.1,,,23.9,24.4,"92,271","(42.2492981918, -71.0218764062)",UNHBEH,OBESITY,2555745,,Obesity
2016,CO,Colorado,Lakewood,City,BRFSS,Unhealthy Behaviors,843000,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.2,,,24,24.4,"142,980","(39.6976734462, -105.116965444)",UNHBEH,OBESITY,843000,,Obesity
2016,UT,Utah,Sandy,City,BRFSS,Unhealthy Behaviors,4967440,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.2,,,23.9,24.5,"87,461","(40.5702254423, -111.852431062)",UNHBEH,OBESITY,4967440,,Obesity
2016,MI,Michigan,Farmington Hills,City,BRFSS,Unhealthy Behaviors,2627440,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.3,,,24.1,24.6,"79,740","(42.4859956992, -83.3771159714)",UNHBEH,OBESITY,2627440,,Obesity
2016,CA,California,Elk Grove,City,BRFSS,Unhealthy Behaviors,622020,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.4,,,24.2,24.6,"153,015","(38.4159992006, -121.384137762)",UNHBEH,OBESITY,622020,,Obesity
2016,CT,Connecticut,Stamford,City,BRFSS,Unhealthy Behaviors,973000,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.4,,,24.2,24.6,"122,643","(41.1049145013, -73.5589363142)",UNHBEH,OBESITY,973000,,Obesity
2016,IL,Illinois,Arlington Heights,City,BRFSS,Unhealthy Behaviors,1702154,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.4,,,24.1,24.8,"75,101","(42.095623342, -87.9825627457)",UNHBEH,OBESITY,1702154,,Obesity
2016,TX,Texas,Sugar Land,City,BRFSS,Unhealthy Behaviors,4870808,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.4,,,24,24.7,"78,817","(29.5974680902, -95.627455775)",UNHBEH,OBESITY,4870808,,Obesity
2016,WA,Washington,Renton,City,BRFSS,Unhealthy Behaviors,5357745,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.4,,,24.2,24.6,"90,927","(47.4760546752, -122.191153327)",UNHBEH,OBESITY,5357745,,Obesity
2016,AZ,Arizona,Gilbert,City,BRFSS,Unhealthy Behaviors,427400,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.5,,,24.3,24.7,"208,453","(33.310149392, -111.746237467)",UNHBEH,OBESITY,427400,,Obesity
2016,CA,California,El Cajon,City,BRFSS,Unhealthy Behaviors,621712,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.5,,,24.4,24.7,"99,478","(32.8016581921, -116.960483614)",UNHBEH,OBESITY,621712,,Obesity
